ConceptA,ConceptB,ChapterDist,PageDist,LineDist,WordDist,Total,LineCount,WordCount,Complexity,Prereq,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,pred,bin_id,match
Geometric series,Pythagorean theorem,3388,150936,0,0,336,1,1,-10,0,10.083333333333334,449.2142857142857,0.0,0.0,0,32,1
Series (mathematics),Geometric series,-8092,-367636,0,0,1092,7,1,64,1,-7.410256410256411,-336.6630036630037,0.0,0.0,1,34,1
Geometry,Geometric series,-4382,-198086,0,0,490,4,1,21,1,-8.942857142857143,-404.25714285714287,0.0,0.0,1,33,1
Geometry,Rotation (mathematics),-7729,-402977,0,0,1330,1,1,-3,1,-5.811278195488722,-302.99022556390975,0.0,0.0,1,32,1
Set-builder notation,Real number,-1707,-122144,0,0,456,8,1,-149,0,-3.7434210526315788,-267.859649122807,0.0,0.0,0,30,1
Equation,Differential equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Vector (mathematics and physics),Vector space,-67616,-3677204,0,-117,27924,26,1,-280,1,-2.421429594613952,-131.6861481163157,0.0,-117.0,0,27,0
Vector space,Scalar (mathematics),67616,3677204,0,117,27924,26,1,280,1,2.421429594613952,131.6861481163157,0.0,117.0,0,38,0
Limit (mathematics),Infinity,-1359,-83781,0,-776,1944,46,9,207,1,-0.6990740740740741,-43.09722222222222,0.0,-86.22222222222223,1,37,1
Function (mathematics),Limit of a function,-129918,-5931738,0,662,16848,19,2,-138,1,-7.711182336182336,-352.07371794871796,0.0,331.0,1,30,1
Calculus,Limit of a function,-90325,-3989007,0,2005,16632,128,26,-139,1,-5.430796055796056,-239.83928571428572,0.0,77.11538461538461,1,30,1
Limit (mathematics),Limit of a function,4456180,189409212,0,-1458,387936,367,35,-1580,1,11.486894745525035,488.2486080178174,0.0,-41.65714285714286,1,1,1
Division (mathematics),Division by zero,23840,986996,0,144,5772,10,1,4,1,4.130284130284131,170.997227997228,0.0,144.0,0,33,0
Addition,Matrix ring,-1321206,-55696984,0,-92,277130,274,3,811,1,-4.767459315122866,-200.97782268249557,0.0,-30.666666666666668,1,49,1
Matrix (mathematics),Matrix ring,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Addition,sum,-74466,-3011634,0,0,9630,9,1,1061,1,-7.732710280373832,-312.73457943925234,0.0,0.0,1,54,1
Calculus,base (exponentiation),58700,2388914,0,144,10472,20,2,-59,1,5.605423987776929,228.12394957983193,0.0,72.0,1,31,1
Logistic function,Natural logarithm,13952,36848,0,118,21552,58,8,1784,0,0.6473645137342242,1.7097253155159613,0.0,14.75,0,63,1
Degree (angle),Angle,-320,-77672,0,-130,7296,67,8,904,1,-0.043859649122807015,-10.645833333333334,0.0,-16.25,1,51,1
Degree (angle),Circular sector,3488,180500,0,-264,3648,28,3,908,0,0.956140350877193,49.479166666666664,0.0,-88.0,0,51,1
Circle,Circular sector,-268,-12944,0,0,316,1,1,75,1,-0.8481012658227848,-40.962025316455694,0.0,0.0,1,34,1
Circular sector,Polygon,-140,-5800,0,0,32,1,1,-4,0,-4.375,-181.25,0.0,0.0,0,32,1
Circular sector,Area,-2040,-68776,0,237,1428,19,4,-353,0,-1.4285714285714286,-48.1624649859944,0.0,59.25,1,25,0
Plane (geometry),Orientation (geometry),-1686,-83112,0,98,1204,8,1,297,1,-1.4003322259136213,-69.0299003322259,0.0,98.0,1,38,1
Geometry,Orientation (geometry),-482,-24996,0,0,140,2,1,31,1,-3.442857142857143,-178.54285714285714,0.0,0.0,1,33,1
Distance,Cartesian coordinate system,-49400,-2293850,0,-151,10816,33,3,390,0,-4.5673076923076925,-212.07932692307693,0.0,-50.333333333333336,0,40,1
Cone,Ellipse,-7983,-393621,0,-24,1485,17,1,-156,0,-5.375757575757576,-265.06464646464644,0.0,-24.0,0,29,1
Trigonometric substitution,Trigonometric functions,17166,873522,0,0,5388,2,1,-1793,0,3.185968819599109,162.12360801781736,0.0,0.0,0,0,1
Algebra,Equality,1058,41212,0,0,870,1,1,-139,1,1.2160919540229884,47.37011494252874,0.0,0.0,1,30,1
Equation,Simultaneous equations,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Algebraic equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Parametric equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equality (mathematics),Equation,18220,934054,0,0,3120,7,1,38,1,5.839743589743589,299.37628205128203,0.0,0.0,1,33,1
Mathematics,Equality (mathematics),39274,1931236,0,-287,11310,6,1,-67,1,3.472502210433245,170.75473032714413,0.0,-287.0,0,31,0
Equality (mathematics),Identity (mathematics),1356,-315738,0,0,7722,9,1,-21,1,0.17560217560217561,-40.88811188811189,0.0,0.0,1,32,1
Equality (mathematics),Linear inequality,116116,4640428,0,-312,74022,46,2,-871,1,1.5686687741482261,62.68984896382157,0.0,-156.0,1,15,1
Function (mathematics),Continuous function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Mathematics,Expression (mathematics),76050,3631992,0,0,24336,14,1,-234,1,3.125,149.24358974358975,0.0,0.0,1,28,1
Algebra,Basis (linear algebra),-3916,-345596,0,0,5694,10,1,-943,1,-0.6877414822620302,-60.69476642079382,0.0,0.0,1,14,1
Curve,Ellipse,-5336,-251747,0,0,1320,1,1,-157,1,-4.042424242424242,-190.71742424242424,0.0,0.0,1,29,1
Operation (mathematics),Mathematics,1546,9352,0,0,6240,10,1,2,0,0.24775641025641026,1.4987179487179487,0.0,0.0,0,33,1
Product (mathematics),Cross product,-17300,-950465,0,36,6750,132,25,245,1,-2.562962962962963,-140.80962962962963,0.0,1.44,1,37,1
Cross product,Real number,151586,8008712,0,-268,41040,62,5,118,0,3.693615984405458,195.1440545808967,0.0,-53.6,0,35,1
Product (mathematics),Product topology,3216,29082,0,-624,21060,20,1,-192,1,0.1527065527065527,1.3809116809116808,0.0,-624.0,1,29,1
Product (mathematics),Dot product,-28912,-1461109,0,-159,11070,163,41,229,1,-2.611743450767841,-131.9881662149955,0.0,-3.8780487804878048,1,37,1
Angle,Rectangle,320,77672,0,130,7296,67,8,-904,1,0.043859649122807015,10.645833333333334,0.0,16.25,1,14,1
Mathematics,Mathematical induction,-29130,-1439154,0,66,3510,14,2,33,1,-8.2991452991453,-410.0153846153846,0.0,33.0,1,33,1
Mathematical induction,Mathematical proof,40,3018,0,0,45,3,1,44,0,0.8888888888888888,67.06666666666666,0.0,0.0,0,33,1
Mathematical induction,Real number,83075,4148736,0,0,6840,1,1,-107,0,12.14546783625731,606.540350877193,0.0,0.0,0,30,1
Matrix (mathematics),Invertible matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Eccentricity (mathematics),Conic section,446,32825,0,200,1364,19,2,-13,0,0.32697947214076245,24.06524926686217,0.0,100.0,0,32,1
Eccentricity (mathematics),Circle,20800,958572,0,0,2449,1,1,-48,0,8.493262556145366,391.4136382196815,0.0,0.0,0,32,1
Geometry,Graph (mathematics),-4184,-184532,0,467,2730,8,3,-43,1,-1.5326007326007327,-67.59413919413919,0.0,155.66666666666666,1,32,1
Geometry,Length,111,-253107,0,64,9905,15,2,-248,1,0.011206461383139828,-25.553457849570925,0.0,32.0,1,28,1
Function (mathematics),Monotonic function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Mathematics,Triangular matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Matrix (mathematics),Triangular matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Algebra,Algebraic operation,-1202,-59944,0,0,480,3,1,-74,1,-2.504166666666667,-124.88333333333334,0.0,0.0,1,31,1
Summation,Empty sum,19089,751950,0,178,3573,35,9,-388,1,5.342569269521411,210.45340050377834,0.0,19.77777777777778,1,25,1
Vector (mathematics and physics),Norm (mathematics),-52,-78130,0,-428,2028,6,2,52,1,-0.02564102564102564,-38.52564102564103,0.0,-214.0,1,34,1
